saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,uri,version,mtype,token-length,code,mid,token,options,observable
112.209.163.113,1906561392,192.168.0.123,2063640768,0,52,udp,1,5683,45681,31,Method Not Allowed,,,,,0,1,2025-10-28T14:03:57.490+0100,1761656637,490977,/device/inform/heartbeat,3,46,1,2,0,4.05 Method Not Allowed,32112,,
112.205.133.185,3112553840,192.168.0.123,2063640768,0,52,udp,1,5683,60562,31,Method Not Allowed,,,,,0,1,2025-10-28T14:03:57.492+0100,1761656637,492431,/device/inform/heartbeat,3,46,1,2,0,4.05 Method Not Allowed,32112,,
112.205.55.81,1362611568,192.168.0.123,2063640768,0,52,udp,1,5683,51782,31,Method Not Allowed,,,,,0,1,2025-10-28T14:03:57.492+0100,1761656637,492556,/device/inform/heartbeat,3,46,1,2,0,4.05 Method Not Allowed,32112,,
118.100.139.34,579560566,192.168.0.123,2063640768,34631,48,udp,1,5683,50567,31,Method Not Allowed,,,,,0,1,2025-10-28T14:03:57.503+0100,1761656637,503657,/device/inform/heartbeat,3,46,1,2,0,4.05 Method Not Allowed,32112,,
112.202.42.109,1831520880,192.168.0.123,2063640768,0,52,udp,1,5683,48494,31,Method Not Allowed,,,,,0,1,2025-10-28T14:03:57.506+0100,1761656637,506455,/device/inform/heartbeat,3,46,1,2,0,4.05 Method Not Allowed,32112,,
112.4.158.78,1318978672,192.168.0.123,2063640768,1392,43,udp,1,5683,36053,28,"{""respCode"":1}",,,,,0,1,2025-10-28T14:03:57.563+0100,1761656637,563788,/device/inform/heartbeat,3,40,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,41441,28,"{""respCode"":1}",,,,,0,1,2025-10-28T14:03:57.603+0100,1761656637,603158,/device/inform/heartbeat,3,40,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
124.107.252.222,3741084540,192.168.0.123,2063640768,0,52,udp,1,5683,33558,31,Method Not Allowed,,,,,0,1,2025-10-28T14:04:25.621+0100,1761656665,621067,/device/inform/data,3,46,1,2,0,4.05 Method Not Allowed,32112,,
112.209.163.113,1906561392,192.168.0.123,2063640768,0,50,udp,1,5683,40531,31,Method Not Allowed,,,,,0,1,2025-10-28T14:04:25.626+0100,1761656665,626065,/device/inform/data,3,46,1,2,0,4.05 Method Not Allowed,32112,,
112.202.42.109,1831520880,192.168.0.123,2063640768,0,52,udp,1,5683,44798,31,Method Not Allowed,,,,,0,1,2025-10-28T14:04:25.626+0100,1761656665,626147,/device/inform/data,3,46,1,2,0,4.05 Method Not Allowed,32112,,
118.100.139.34,579560566,192.168.0.123,2063640768,35094,50,udp,1,5683,46881,31,Method Not Allowed,,,,,0,1,2025-10-28T14:04:25.629+0100,1761656665,629811,/device/inform/data,3,46,1,2,0,4.05 Method Not Allowed,32112,,
112.205.133.185,3112553840,192.168.0.123,2063640768,0,52,udp,1,5683,35965,31,Method Not Allowed,,,,,0,1,2025-10-28T14:04:25.637+0100,1761656665,637087,/device/inform/data,3,46,1,2,0,4.05 Method Not Allowed,32112,,
112.205.55.81,1362611568,192.168.0.123,2063640768,0,52,udp,1,5683,53333,31,Method Not Allowed,,,,,0,1,2025-10-28T14:04:25.638+0100,1761656665,638284,/device/inform/data,3,46,1,2,0,4.05 Method Not Allowed,32112,,
120.196.80.116,1951450232,192.168.0.123,2063640768,53500,43,udp,1,5683,56139,31,Method Not Allowed,,,,,0,1,2025-10-28T14:04:25.751+0100,1761656665,751440,/device/inform/data,3,46,1,2,0,4.05 Method Not Allowed,32112,,
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,51474,38,"
 postRequestText: null",,,,,0,1,2025-10-28T14:04:25.773+0100,1761656665,773360,/device/inform/data,1,60,1,2,0,2.05 Content,32112,,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}"
111.20.103.146,2456228975,192.168.0.123,2063640768,22036,41,udp,1,5683,43999,31,Method Not Allowed,,,,,0,1,2025-10-28T14:04:25.787+0100,1761656665,787727,/device/inform/data,3,46,1,2,0,4.05 Method Not Allowed,32112,,
112.4.158.78,1318978672,192.168.0.123,2063640768,3529,43,udp,1,5683,59171,38,"
 postRequestText: null",,,,,0,1,2025-10-28T14:04:26.465+0100,1761656666,465328,/device/inform/data,1,60,1,2,0,2.05 Content,32112,,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}"
124.107.252.222,3741084540,192.168.0.123,2063640768,0,52,udp,1,5683,57371,12,,,,,,0,1,2025-10-28T14:04:53.773+0100,1761656693,773224,/async,3,8,1,2,0,5.03 Service Unavailable,32112,,
112.202.42.109,1831520880,192.168.0.123,2063640768,0,52,udp,1,5683,34235,12,,,,,,0,1,2025-10-28T14:04:53.783+0100,1761656693,783637,/async,3,8,1,2,0,EMPTY,32112,,
118.100.139.34,579560566,192.168.0.123,2063640768,36258,50,udp,1,5683,37431,12,,,,,,0,1,2025-10-28T14:04:53.786+0100,1761656693,786697,/async,3,8,1,2,0,5.03 Service Unavailable,32112,,
112.209.163.113,1906561392,192.168.0.123,2063640768,0,50,udp,1,5683,46320,12,,,,,,0,1,2025-10-28T14:04:53.788+0100,1761656693,788640,/async,3,8,1,2,0,EMPTY,32112,,
112.205.133.185,3112553840,192.168.0.123,2063640768,0,52,udp,1,5683,42617,12,,,,,,0,1,2025-10-28T14:04:53.794+0100,1761656693,794195,/async,3,8,1,2,0,5.03 Service Unavailable,32112,,
112.205.55.81,1362611568,192.168.0.123,2063640768,0,52,udp,1,5683,38780,12,,,,,,0,1,2025-10-28T14:04:53.809+0100,1761656693,809403,/async,3,8,1,2,0,EMPTY,32112,,
112.4.158.78,1318978672,192.168.0.123,2063640768,7202,43,udp,1,5683,49369,12,,,,,,0,1,2025-10-28T14:05:22.139+0100,1761656722,139083,/qlink,3,8,1,2,0,4.05 Method Not Allowed,32112,,
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,58753,12,,,,,,0,1,2025-10-28T14:05:22.139+0100,1761656722,139260,/qlink,3,8,1,2,0,4.05 Method Not Allowed,32112,,
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,39494,12,,,,,,0,1,2025-10-28T14:05:50.776+0100,1761656750,776772,/qlink/ack,3,8,1,3,0,EMPTY,32112,,
112.4.158.78,1318978672,192.168.0.123,2063640768,7505,43,udp,1,5683,33883,12,,,,,,0,1,2025-10-28T14:05:50.777+0100,1761656750,777781,/qlink/ack,3,8,1,3,0,EMPTY,32112,,
112.4.158.78,1318978672,192.168.0.123,2063640768,9953,43,udp,1,5683,51886,233,"{""gatewayMac"":""3CECDE542C28"",""firmwareVersion"":""Star-Net;H60G"",""type"":0,""gatewayManufacturer"":""Star-Net"",""softwareVersion"":""V1.0.1;1.0;2.5.1-200908"",""gatewaySn"":""STAR07542C28"",""andlinkVersion"":""2.5"",""provinceAbb"":""JSU""}",,,,,0,1,2025-10-28T14:06:18.571+0100,1761656778,571368,/qlink/queryGwExt,3,450,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
