saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,observable,user_inserted,version,mtype,token,token_length,code,mid,options,data_length,uri
162.208.185.157,2646200482,192.168.0.123,2063640768,44481,45,udp,1,5683,47430,31,Method Not Allowed,,,,,0,1,2025-11-01T11:58:33.114+0100,1761994713,114768,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/searchgw
182.53.187.120,2025534902,192.168.0.123,2063640768,1558,49,udp,1,5683,60878,31,Method Not Allowed,,,,,0,1,2025-11-01T11:58:33.125+0100,1761994713,125551,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/searchgw
180.195.59.174,2923152308,192.168.0.123,2063640768,0,52,udp,1,5683,33962,31,Method Not Allowed,,,,,0,1,2025-11-01T11:58:33.129+0100,1761994713,129161,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/searchgw
180.194.93.142,2388509364,192.168.0.123,2063640768,0,52,udp,1,5683,39996,31,Method Not Allowed,,,,,0,1,2025-11-01T11:58:33.145+0100,1761994713,145124,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/searchgw
162.208.213.86,1456853154,192.168.0.123,2063640768,40839,42,udp,1,5683,40942,31,Method Not Allowed,,,,,0,1,2025-11-01T11:58:33.146+0100,1761994713,146400,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/searchgw
183.220.167.12,212327607,192.168.0.123,2063640768,49489,39,udp,1,5683,46400,26,"{""result"":1}",,,,,0,1,2025-11-01T11:58:33.251+0100,1761994713,251999,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",12,/qlink/searchgw
183.251.59.102,1715207095,192.168.0.123,2063640768,51337,41,udp,1,5683,39658,30,not soupport GET,,,,,0,1,2025-11-01T11:58:33.260+0100,1761994713,260336,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",16,/qlink/searchgw
162.208.185.157,2646200482,192.168.0.123,2063640768,45028,45,udp,1,5683,40681,31,Method Not Allowed,,,,,0,1,2025-11-01T11:58:45.316+0100,1761994725,316993,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/request
180.195.59.174,2923152308,192.168.0.123,2063640768,0,50,udp,1,5683,42030,31,Method Not Allowed,,,,,0,1,2025-11-01T11:58:45.327+0100,1761994725,327680,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/request
182.53.187.120,2025534902,192.168.0.123,2063640768,2709,49,udp,1,5683,41772,31,Method Not Allowed,,,,,0,1,2025-11-01T11:58:45.331+0100,1761994725,331598,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/request
180.194.93.142,2388509364,192.168.0.123,2063640768,0,52,udp,1,5683,37990,31,Method Not Allowed,,,,,0,1,2025-11-01T11:58:45.336+0100,1761994725,336150,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/request
162.208.213.86,1456853154,192.168.0.123,2063640768,41503,42,udp,1,5683,48515,31,Method Not Allowed,,,,,0,1,2025-11-01T11:58:45.473+0100,1761994725,473975,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/request
183.220.167.12,212327607,192.168.0.123,2063640768,49830,39,udp,1,5683,37243,256,"should post example,should post example should post exampleshould post exampleshould post exampleshould post examplepost exampleshould post exampleshould post example::{""deviceId"":""50294D0120011"",""deviceType"":""111"",""ipAddress"":""192.168.1.15""}",,,,,0,1,2025-11-01T11:58:45.475+0100,1761994725,475589,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",242,/qlink/request
162.208.185.157,2646200482,192.168.0.123,2063640768,45106,45,udp,1,5683,55849,31,Method Not Allowed,,,,,0,1,2025-11-01T11:58:57.367+0100,1761994737,367004,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/success
180.195.59.174,2923152308,192.168.0.123,2063640768,0,52,udp,1,5683,60274,31,Method Not Allowed,,,,,0,1,2025-11-01T11:58:57.379+0100,1761994737,379367,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/success
182.53.187.120,2025534902,192.168.0.123,2063640768,2862,49,udp,1,5683,56675,31,Method Not Allowed,,,,,0,1,2025-11-01T11:58:57.379+0100,1761994737,379370,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/success
180.194.93.142,2388509364,192.168.0.123,2063640768,0,52,udp,1,5683,47934,31,Method Not Allowed,,,,,0,1,2025-11-01T11:58:57.391+0100,1761994737,391182,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/success
162.208.213.86,1456853154,192.168.0.123,2063640768,42394,42,udp,1,5683,40769,31,Method Not Allowed,,,,,0,1,2025-11-01T11:58:57.418+0100,1761994737,418048,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/qlink/success
183.220.167.12,212327607,192.168.0.123,2063640768,50659,39,udp,1,5683,41005,13,,,,,,0,1,2025-11-01T11:58:57.550+0100,1761994737,550537,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",0,/qlink/success
162.208.185.157,2646200482,192.168.0.123,2063640768,46027,45,udp,1,5683,33034,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:09.496+0100,1761994749,496604,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/bootstrap
180.195.59.174,2923152308,192.168.0.123,2063640768,0,52,udp,1,5683,53940,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:09.496+0100,1761994749,496719,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/bootstrap
182.53.187.120,2025534902,192.168.0.123,2063640768,3186,49,udp,1,5683,43987,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:09.503+0100,1761994749,503569,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/bootstrap
180.194.93.142,2388509364,192.168.0.123,2063640768,0,50,udp,1,5683,59502,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:09.520+0100,1761994749,520592,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/bootstrap
162.208.213.86,1456853154,192.168.0.123,2063640768,43062,42,udp,1,5683,50042,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:09.522+0100,1761994749,522864,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/bootstrap
183.251.59.102,1715207095,192.168.0.123,2063640768,53396,41,udp,1,5683,49253,205,"should post example:{""deviceMac"":""AABBCCDDEEFF"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-11-01T11:59:09.599+0100,1761994749,599109,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",191,/device/inform/bootstrap
183.220.167.12,212327607,192.168.0.123,2063640768,51830,39,udp,1,5683,42131,206,"should post example:{""deviceMac"":""50294D0120011"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-11-01T11:59:09.613+0100,1761994749,613095,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",192,/device/inform/bootstrap
162.208.185.157,2646200482,192.168.0.123,2063640768,46837,45,udp,1,5683,55629,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:21.614+0100,1761994761,614481,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/boot
180.195.59.174,2923152308,192.168.0.123,2063640768,0,52,udp,1,5683,45759,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:21.625+0100,1761994761,625894,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/boot
162.208.213.86,1456853154,192.168.0.123,2063640768,44062,45,udp,1,5683,40825,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:21.627+0100,1761994761,627345,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/boot
180.194.93.142,2388509364,192.168.0.123,2063640768,0,50,udp,1,5683,56209,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:21.637+0100,1761994761,637965,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/boot
182.53.187.120,2025534902,192.168.0.123,2063640768,3363,49,udp,1,5683,38120,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:21.678+0100,1761994761,678491,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/boot
183.220.167.12,212327607,192.168.0.123,2063640768,52067,39,udp,1,5683,47370,208,"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-11-01T11:59:21.726+0100,1761994761,726912,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",194,/device/inform/boot
183.251.59.102,1715207095,192.168.0.123,2063640768,53759,40,udp,1,5683,44206,208,"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-11-01T11:59:21.732+0100,1761994761,732935,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",194,/device/inform/boot
180.195.59.174,2923152308,192.168.0.123,2063640768,0,52,udp,1,5683,38750,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:33.738+0100,1761994773,738249,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/syncreq
162.208.213.86,1456853154,192.168.0.123,2063640768,44987,45,udp,1,5683,48641,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:33.747+0100,1761994773,747575,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/syncreq
162.208.185.157,2646200482,192.168.0.123,2063640768,47717,42,udp,1,5683,56543,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:33.757+0100,1761994773,757679,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/syncreq
180.194.93.142,2388509364,192.168.0.123,2063640768,0,52,udp,1,5683,46811,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:33.760+0100,1761994773,760062,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/syncreq
182.53.187.120,2025534902,192.168.0.123,2063640768,3470,49,udp,1,5683,40317,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:33.786+0100,1761994773,786758,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/syncreq
162.208.185.157,2646200482,192.168.0.123,2063640768,48254,45,udp,1,5683,59624,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:45.873+0100,1761994785,873741,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/offline
180.195.59.174,2923152308,192.168.0.123,2063640768,0,52,udp,1,5683,38239,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:45.873+0100,1761994785,873850,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/offline
162.208.213.86,1456853154,192.168.0.123,2063640768,45905,45,udp,1,5683,44518,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:45.876+0100,1761994785,876468,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/offline
180.194.93.142,2388509364,192.168.0.123,2063640768,0,52,udp,1,5683,53096,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:45.891+0100,1761994785,891366,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/offline
182.53.187.120,2025534902,192.168.0.123,2063640768,3547,49,udp,1,5683,38354,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:45.921+0100,1761994785,921850,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/offline
183.251.59.102,1715207095,192.168.0.123,2063640768,53978,41,udp,1,5683,57104,26,should post ,,,,,0,1,2025-11-01T11:59:45.997+0100,1761994785,997979,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",12,/device/inform/offline
183.220.167.12,212327607,192.168.0.123,2063640768,54344,39,udp,1,5683,41120,28,"{""respCode"":1}",,,,,0,1,2025-11-01T11:59:46.034+0100,1761994786,34591,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",14,/device/inform/offline
162.208.185.157,2646200482,192.168.0.123,2063640768,48536,45,udp,1,5683,42134,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:57.988+0100,1761994797,988158,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/heartbeat
182.53.187.120,2025534902,192.168.0.123,2063640768,4152,49,udp,1,5683,37526,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:57.994+0100,1761994797,994634,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/heartbeat
180.195.59.174,2923152308,192.168.0.123,2063640768,0,52,udp,1,5683,51583,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:57.995+0100,1761994797,995477,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/heartbeat
180.194.93.142,2388509364,192.168.0.123,2063640768,0,52,udp,1,5683,53009,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:57.997+0100,1761994797,997163,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/heartbeat
162.208.213.86,1456853154,192.168.0.123,2063640768,46905,45,udp,1,5683,49763,31,Method Not Allowed,,,,,0,1,2025-11-01T11:59:58.035+0100,1761994798,35362,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/heartbeat
183.251.59.102,1715207095,192.168.0.123,2063640768,55043,40,udp,1,5683,45797,61,"should post example,{
""deviceId"": ""deviceId""

}",,,,,0,1,2025-11-01T11:59:58.097+0100,1761994798,97157,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",47,/device/inform/heartbeat
183.220.167.12,212327607,192.168.0.123,2063640768,55510,39,udp,1,5683,37481,28,"{""respCode"":1}",,,,,0,1,2025-11-01T11:59:58.128+0100,1761994798,128456,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",14,/device/inform/heartbeat
162.208.185.157,2646200482,192.168.0.123,2063640768,49004,45,udp,1,5683,50077,31,Method Not Allowed,,,,,0,1,2025-11-01T12:00:10.109+0100,1761994810,109729,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/data
180.195.59.174,2923152308,192.168.0.123,2063640768,0,50,udp,1,5683,60917,31,Method Not Allowed,,,,,0,1,2025-11-01T12:00:10.118+0100,1761994810,118408,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/data
162.208.213.86,1456853154,192.168.0.123,2063640768,47868,45,udp,1,5683,41879,31,Method Not Allowed,,,,,0,1,2025-11-01T12:00:10.120+0100,1761994810,120717,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/data
182.53.187.120,2025534902,192.168.0.123,2063640768,4912,49,udp,1,5683,57043,31,Method Not Allowed,,,,,0,1,2025-11-01T12:00:10.178+0100,1761994810,178527,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/data
180.194.93.142,2388509364,192.168.0.123,2063640768,0,52,udp,1,5683,44204,31,Method Not Allowed,,,,,0,1,2025-11-01T12:00:10.200+0100,1761994810,200384,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/data
183.251.59.102,1715207095,192.168.0.123,2063640768,56202,41,udp,1,5683,59624,26,should post ,,,,,0,1,2025-11-01T12:00:10.220+0100,1761994810,220777,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",12,/device/inform/data
183.220.167.12,212327607,192.168.0.123,2063640768,55763,39,udp,1,5683,59708,38,"
 postRequestText: null",,,,,0,1,2025-11-01T12:00:10.754+0100,1761994810,754591,0,False,1,2,,0,2.05 Content,32112,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}",23,/device/inform/data
162.208.185.157,2646200482,192.168.0.123,2063640768,49945,45,udp,1,5683,40355,31,Method Not Allowed,,,,,0,1,2025-11-01T12:00:22.256+0100,1761994822,256119,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/change
182.53.187.120,2025534902,192.168.0.123,2063640768,5740,49,udp,1,5683,51675,31,Method Not Allowed,,,,,0,1,2025-11-01T12:00:22.270+0100,1761994822,270789,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/change
162.208.213.86,1456853154,192.168.0.123,2063640768,48529,42,udp,1,5683,42854,31,Method Not Allowed,,,,,0,1,2025-11-01T12:00:22.285+0100,1761994822,285268,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18,/device/inform/change
180.195.59.174,2923152308,192.168.0.123,2063640768,0,52,udp,1,5683,43301,12,,,,,,0,1,2025-11-01T12:00:34.393+0100,1761994834,393611,3,False,1,2,,0,EMPTY,32112,,0,/async
182.53.187.120,2025534902,192.168.0.123,2063640768,6827,49,udp,1,5683,60408,12,,,,,,0,1,2025-11-01T12:00:34.396+0100,1761994834,396859,3,False,1,2,,0,EMPTY,32112,,0,/async
162.208.185.157,2646200482,192.168.0.123,2063640768,50199,42,udp,1,5683,54637,12,,,,,,0,1,2025-11-01T12:00:34.400+0100,1761994834,400562,3,False,1,2,,0,EMPTY,32112,,0,/async
162.208.213.86,1456853154,192.168.0.123,2063640768,49434,42,udp,1,5683,55971,12,,,,,,0,1,2025-11-01T12:00:34.409+0100,1761994834,409202,3,False,1,2,,0,EMPTY,32112,,0,/async
180.194.93.142,2388509364,192.168.0.123,2063640768,0,52,udp,1,5683,60418,12,,,,,,0,1,2025-11-01T12:00:34.444+0100,1761994834,444695,3,False,1,2,,0,EMPTY,32112,,0,/async
171.103.209.77,1305569195,192.168.0.123,2063640768,23904,47,udp,1,5683,59123,12,,,,,,0,1,2025-11-01T12:00:34.556+0100,1761994834,556217,3,False,1,2,,0,EMPTY,32112,,0,/async
183.251.59.102,1715207095,192.168.0.123,2063640768,57890,40,udp,1,5683,43680,12,,,,,,0,1,2025-11-01T12:00:46.646+0100,1761994846,646816,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/qlink
183.220.167.12,212327607,192.168.0.123,2063640768,57353,39,udp,1,5683,53562,12,,,,,,0,1,2025-11-01T12:00:46.648+0100,1761994846,648115,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/qlink
183.251.59.102,1715207095,192.168.0.123,2063640768,58904,40,udp,1,5683,42267,12,,,,,,0,1,2025-11-01T12:00:58.729+0100,1761994858,729770,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/device
183.220.167.12,212327607,192.168.0.123,2063640768,58048,39,udp,1,5683,41160,12,,,,,,0,1,2025-11-01T12:00:58.732+0100,1761994858,732931,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/device
183.251.59.102,1715207095,192.168.0.123,2063640768,59450,40,udp,1,5683,42555,12,,,,,,0,1,2025-11-01T12:01:10.915+0100,1761994870,915780,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/device/inform
183.220.167.12,212327607,192.168.0.123,2063640768,59214,39,udp,1,5683,39786,12,,,,,,0,1,2025-11-01T12:01:10.918+0100,1761994870,918378,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/device/inform
183.251.59.102,1715207095,192.168.0.123,2063640768,60420,40,udp,1,5683,41151,12,,,,,,0,1,2025-11-01T12:01:22.999+0100,1761994882,999188,3,False,1,2,,0,4.05 Method Not Allowed,32112,,0,/ekit
183.251.59.102,1715207095,192.168.0.123,2063640768,61489,41,udp,1,5683,56530,208,"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-11-01T12:01:35.082+0100,1761994895,82490,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",194,/ekit/boot
183.251.59.102,1715207095,192.168.0.123,2063640768,62620,40,udp,1,5683,55800,205,"should post example:{""deviceMac"":""AABBCCDDEEFF"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-11-01T12:01:47.268+0100,1761994907,268371,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",191,/ekit/bootstrap
183.251.59.102,1715207095,192.168.0.123,2063640768,63514,40,udp,1,5683,51722,61,"should post example,{
""deviceId"": ""deviceId""

}",,,,,0,1,2025-11-01T12:01:59.249+0100,1761994919,249500,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",47,/ekit/heartbeat
183.251.59.102,1715207095,192.168.0.123,2063640768,64709,40,udp,1,5683,38432,30,not soupport GET,,,,,0,1,2025-11-01T12:02:11.435+0100,1761994931,435076,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",16,/ekit/searchgw
