saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,uri,observable,user_inserted,version,mtype,token,token_length,code,mid,options,data_length
183.237.150.116,1956048311,192.168.0.123,2063640768,12075,42,udp,1,5683,58334,154,"This is a test server made with libcoap (see https://libcoap.net)
Copyright (C) 2010--2019 Olaf Bergmann <bergmann@tzi.org> and others

",,,,,0,1,2025-10-30T22:33:55.699+0100,1761860035,699303,/,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",136
183.236.193.14,247590071,192.168.0.123,2063640768,6441,42,udp,1,5683,40093,462,"************************************************************
CoAP RFC 7252                                               
************************************************************
This server is using the Eclipse Californium (Cf) CoAP framework
published under EPL+EDL: http://www.eclipse.org/californium/

(c) 2014, 2015, 2016 Institute for Pervasive Computing, ETH Zurich and others
************************************************************",,,,,0,1,2025-10-30T22:33:55.708+0100,1761860035,708009,/,3,True,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",448
183.234.48.189,3174099639,192.168.0.123,2063640768,23144,42,udp,1,5683,33670,154,"This is a test server made with libcoap (see https://libcoap.net)
Copyright (C) 2010--2019 Olaf Bergmann <bergmann@tzi.org> and others

",,,,,0,1,2025-10-30T22:33:55.710+0100,1761860035,710135,/,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",136
183.221.168.114,1923669431,192.168.0.123,2063640768,38290,39,udp,1,5683,46409,420,"****************************************************************
CoAP RFC 7252
****************************************************************
This server is using the Eclipse Californium (Cf) CoAP framework
published under EPL+EDL: http://www.eclipse.org/californium/

(c) 2014-2020 Institute for Pervasive Computing, ETH Zurich and others
****************************************************************",,,,,0,1,2025-10-30T22:33:55.711+0100,1761860035,711083,/,3,True,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",406
171.103.56.87,1463314347,192.168.0.123,2063640768,43551,47,udp,1,5683,46810,145,"This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",,,,,0,1,2025-10-30T22:33:55.776+0100,1761860035,776483,/,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}",127
162.208.137.38,646566050,192.168.0.123,2063640768,63179,44,udp,1,5683,58901,31,Method Not Allowed,,,,,0,1,2025-10-30T22:34:09.728+0100,1761860049,728648,/qlink/searchfh,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
170.79.122.235,3950661546,192.168.0.123,2063640768,47141,53,udp,1,5683,57273,31,Method Not Allowed,,,,,0,1,2025-10-30T22:34:09.742+0100,1761860049,742608,/qlink/searchfh,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
180.194.68.180,3024405172,192.168.0.123,2063640768,0,52,udp,1,5683,50907,31,Method Not Allowed,,,,,0,1,2025-10-30T22:34:09.752+0100,1761860049,752382,/qlink/searchfh,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
162.208.137.38,646566050,192.168.0.123,2063640768,64141,43,udp,1,5683,44472,31,Method Not Allowed,,,,,0,1,2025-10-30T22:34:23.852+0100,1761860063,852566,/qlink/searchgw,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
170.79.122.235,3950661546,192.168.0.123,2063640768,48280,53,udp,1,5683,56916,31,Method Not Allowed,,,,,0,1,2025-10-30T22:34:23.854+0100,1761860063,854674,/qlink/searchgw,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
180.194.68.180,3024405172,192.168.0.123,2063640768,0,52,udp,1,5683,37781,31,Method Not Allowed,,,,,0,1,2025-10-30T22:34:23.870+0100,1761860063,870164,/qlink/searchgw,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
183.234.79.187,3142576823,192.168.0.123,2063640768,56051,42,udp,1,5683,58386,26,"{""result"":1}",,,,,0,1,2025-10-30T22:34:23.928+0100,1761860063,928633,/qlink/searchgw,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",12
183.249.75.51,860617143,192.168.0.123,2063640768,21864,42,udp,1,5683,51532,26,"{""result"":1}",,,,,0,1,2025-10-30T22:34:23.957+0100,1761860063,957716,/qlink/searchgw,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",12
183.236.195.169,2848189623,192.168.0.123,2063640768,1797,42,udp,1,5683,44746,30,not soupport GET,,,,,0,1,2025-10-30T22:34:23.963+0100,1761860063,963556,/qlink/searchgw,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",16
183.221.168.114,1923669431,192.168.0.123,2063640768,40543,39,udp,1,5683,51649,26,"{""result"":1}",,,,,0,1,2025-10-30T22:34:24.005+0100,1761860064,5199,/qlink/searchgw,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",12
183.236.193.14,247590071,192.168.0.123,2063640768,7358,42,udp,1,5683,46421,30,not soupport GET,,,,,0,1,2025-10-30T22:34:24.259+0100,1761860064,259814,/qlink/searchgw,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",16
162.208.137.38,646566050,192.168.0.123,2063640768,64638,46,udp,1,5683,37336,31,Method Not Allowed,,,,,0,1,2025-10-30T22:34:37.954+0100,1761860077,954413,/qlink/request,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
170.79.122.235,3950661546,192.168.0.123,2063640768,49235,53,udp,1,5683,55917,31,Method Not Allowed,,,,,0,1,2025-10-30T22:34:37.960+0100,1761860077,960697,/qlink/request,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
180.194.68.180,3024405172,192.168.0.123,2063640768,0,52,udp,1,5683,58362,31,Method Not Allowed,,,,,0,1,2025-10-30T22:34:37.966+0100,1761860077,966024,/qlink/request,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
183.234.79.187,3142576823,192.168.0.123,2063640768,56970,42,udp,1,5683,47416,256,"should post example,should post example should post exampleshould post exampleshould post exampleshould post examplepost exampleshould post exampleshould post example::{""deviceId"":""50294D0120011"",""deviceType"":""111"",""ipAddress"":""192.168.1.15""}",,,,,0,1,2025-10-30T22:34:38.205+0100,1761860078,205364,/qlink/request,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",242
183.249.75.51,860617143,192.168.0.123,2063640768,22666,42,udp,1,5683,44164,256,"should post example,should post example should post exampleshould post exampleshould post exampleshould post examplepost exampleshould post exampleshould post example::{""deviceId"":""50294D0120011"",""deviceType"":""111"",""ipAddress"":""192.168.1.15""}",,,,,0,1,2025-10-30T22:34:38.205+0100,1761860078,205557,/qlink/request,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",242
183.221.168.114,1923669431,192.168.0.123,2063640768,41928,39,udp,1,5683,34822,256,"should post example,should post example should post exampleshould post exampleshould post exampleshould post examplepost exampleshould post exampleshould post example::{""deviceId"":""50294D0120011"",""deviceType"":""111"",""ipAddress"":""192.168.1.15""}",,,,,0,1,2025-10-30T22:34:38.205+0100,1761860078,205661,/qlink/request,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",242
162.208.137.38,646566050,192.168.0.123,2063640768,61,46,udp,1,5683,44232,31,Method Not Allowed,,,,,0,1,2025-10-30T22:34:52.080+0100,1761860092,80007,/qlink/success,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
170.79.122.235,3950661546,192.168.0.123,2063640768,49660,53,udp,1,5683,42636,31,Method Not Allowed,,,,,0,1,2025-10-30T22:34:52.090+0100,1761860092,90393,/qlink/success,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
180.194.68.180,3024405172,192.168.0.123,2063640768,0,52,udp,1,5683,58014,31,Method Not Allowed,,,,,0,1,2025-10-30T22:34:52.106+0100,1761860092,106800,/qlink/success,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
183.234.79.187,3142576823,192.168.0.123,2063640768,57005,42,udp,1,5683,56116,13,,,,,,0,1,2025-10-30T22:34:52.167+0100,1761860092,167154,/qlink/success,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",0
183.249.75.51,860617143,192.168.0.123,2063640768,22794,42,udp,1,5683,56602,13,,,,,,0,1,2025-10-30T22:34:52.191+0100,1761860092,191245,/qlink/success,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",0
183.221.168.114,1923669431,192.168.0.123,2063640768,41996,39,udp,1,5683,48265,13,,,,,,0,1,2025-10-30T22:34:52.204+0100,1761860092,204574,/qlink/success,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",0
170.79.122.235,3950661546,192.168.0.123,2063640768,49790,53,udp,1,5683,45750,31,Method Not Allowed,,,,,0,1,2025-10-30T22:35:06.217+0100,1761860106,217836,/device/inform/bootstrap,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
180.194.68.180,3024405172,192.168.0.123,2063640768,0,50,udp,1,5683,57137,31,Method Not Allowed,,,,,0,1,2025-10-30T22:35:06.230+0100,1761860106,230865,/device/inform/bootstrap,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
183.249.75.51,860617143,192.168.0.123,2063640768,23011,42,udp,1,5683,41676,206,"should post example:{""deviceMac"":""50294D0120011"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-10-30T22:35:06.313+0100,1761860106,313284,/device/inform/bootstrap,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",192
162.208.137.38,646566050,192.168.0.123,2063640768,1047,43,udp,1,5683,47802,31,Method Not Allowed,,,,,0,1,2025-10-30T22:35:06.314+0100,1761860106,314301,/device/inform/bootstrap,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
183.236.195.169,2848189623,192.168.0.123,2063640768,3321,42,udp,1,5683,54198,205,"should post example:{""deviceMac"":""AABBCCDDEEFF"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-10-30T22:35:06.317+0100,1761860106,317046,/device/inform/bootstrap,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",191
183.234.79.187,3142576823,192.168.0.123,2063640768,57580,42,udp,1,5683,34503,206,"should post example:{""deviceMac"":""50294D0120011"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-10-30T22:35:06.323+0100,1761860106,323783,/device/inform/bootstrap,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",192
183.236.193.14,247590071,192.168.0.123,2063640768,7429,42,udp,1,5683,34882,205,"should post example:{""deviceMac"":""AABBCCDDEEFF"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-10-30T22:35:06.331+0100,1761860106,331925,/device/inform/bootstrap,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",191
183.221.168.114,1923669431,192.168.0.123,2063640768,42488,39,udp,1,5683,42268,206,"should post example:{""deviceMac"":""50294D0120011"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-10-30T22:35:06.335+0100,1761860106,335430,/device/inform/bootstrap,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",192
170.79.122.235,3950661546,192.168.0.123,2063640768,50021,53,udp,1,5683,41087,31,Method Not Allowed,,,,,0,1,2025-10-30T22:35:20.330+0100,1761860120,330492,/device/inform/boot,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
162.208.137.38,646566050,192.168.0.123,2063640768,1126,43,udp,1,5683,34796,31,Method Not Allowed,,,,,0,1,2025-10-30T22:35:20.330+0100,1761860120,330947,/device/inform/boot,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
180.194.68.180,3024405172,192.168.0.123,2063640768,0,52,udp,1,5683,32911,31,Method Not Allowed,,,,,0,1,2025-10-30T22:35:20.336+0100,1761860120,336975,/device/inform/boot,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
183.234.79.187,3142576823,192.168.0.123,2063640768,58347,42,udp,1,5683,48784,208,"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-10-30T22:35:20.394+0100,1761860120,394142,/device/inform/boot,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",194
183.236.195.169,2848189623,192.168.0.123,2063640768,4010,42,udp,1,5683,60481,208,"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-10-30T22:35:20.432+0100,1761860120,432592,/device/inform/boot,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",194
183.236.193.14,247590071,192.168.0.123,2063640768,7484,42,udp,1,5683,35052,208,"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-10-30T22:35:20.440+0100,1761860120,440336,/device/inform/boot,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",194
183.221.168.114,1923669431,192.168.0.123,2063640768,43041,39,udp,1,5683,34997,208,"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-10-30T22:35:20.450+0100,1761860120,450793,/device/inform/boot,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",194
183.249.75.51,860617143,192.168.0.123,2063640768,23440,42,udp,1,5683,40737,208,"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",,,,,0,1,2025-10-30T22:35:20.466+0100,1761860120,466161,/device/inform/boot,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",194
170.79.122.235,3950661546,192.168.0.123,2063640768,50578,53,udp,1,5683,45469,31,Method Not Allowed,,,,,0,1,2025-10-30T22:35:34.437+0100,1761860134,437417,/device/inform/syncreq,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
180.194.68.180,3024405172,192.168.0.123,2063640768,0,52,udp,1,5683,52328,31,Method Not Allowed,,,,,0,1,2025-10-30T22:35:34.455+0100,1761860134,455576,/device/inform/syncreq,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
162.208.137.38,646566050,192.168.0.123,2063640768,2224,46,udp,1,5683,45133,31,Method Not Allowed,,,,,0,1,2025-10-30T22:35:34.474+0100,1761860134,474964,/device/inform/syncreq,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
162.208.137.38,646566050,192.168.0.123,2063640768,2731,46,udp,1,5683,37919,31,Method Not Allowed,,,,,0,1,2025-10-30T22:35:48.534+0100,1761860148,534528,/device/inform/offline,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
170.79.122.235,3950661546,192.168.0.123,2063640768,51158,53,udp,1,5683,42089,31,Method Not Allowed,,,,,0,1,2025-10-30T22:35:48.550+0100,1761860148,550867,/device/inform/offline,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
180.194.68.180,3024405172,192.168.0.123,2063640768,0,52,udp,1,5683,38963,31,Method Not Allowed,,,,,0,1,2025-10-30T22:35:48.574+0100,1761860148,574335,/device/inform/offline,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
183.236.195.169,2848189623,192.168.0.123,2063640768,6308,42,udp,1,5683,34871,26,should post ,,,,,0,1,2025-10-30T22:35:48.657+0100,1761860148,657543,/device/inform/offline,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",12
183.236.193.14,247590071,192.168.0.123,2063640768,7645,42,udp,1,5683,39041,26,should post ,,,,,0,1,2025-10-30T22:35:48.666+0100,1761860148,666452,/device/inform/offline,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",12
183.234.79.187,3142576823,192.168.0.123,2063640768,59550,42,udp,1,5683,47903,28,"{""respCode"":1}",,,,,0,1,2025-10-30T22:35:48.671+0100,1761860148,671474,/device/inform/offline,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",14
183.249.75.51,860617143,192.168.0.123,2063640768,25757,42,udp,1,5683,48368,28,"{""respCode"":1}",,,,,0,1,2025-10-30T22:35:48.686+0100,1761860148,686976,/device/inform/offline,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",14
183.221.168.114,1923669431,192.168.0.123,2063640768,44552,39,udp,1,5683,38505,28,"{""respCode"":1}",,,,,0,1,2025-10-30T22:35:48.884+0100,1761860148,884742,/device/inform/offline,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",14
162.208.137.38,646566050,192.168.0.123,2063640768,4012,43,udp,1,5683,52925,31,Method Not Allowed,,,,,0,1,2025-10-30T22:36:02.698+0100,1761860162,698951,/device/inform/heartbeat,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
170.79.122.235,3950661546,192.168.0.123,2063640768,52568,53,udp,1,5683,56354,31,Method Not Allowed,,,,,0,1,2025-10-30T22:36:02.704+0100,1761860162,704884,/device/inform/heartbeat,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
180.194.68.180,3024405172,192.168.0.123,2063640768,0,52,udp,1,5683,39406,31,Method Not Allowed,,,,,0,1,2025-10-30T22:36:02.727+0100,1761860162,727775,/device/inform/heartbeat,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
183.234.79.187,3142576823,192.168.0.123,2063640768,60047,42,udp,1,5683,47975,28,"{""respCode"":1}",,,,,0,1,2025-10-30T22:36:02.768+0100,1761860162,768126,/device/inform/heartbeat,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",14
183.236.195.169,2848189623,192.168.0.123,2063640768,7537,42,udp,1,5683,51141,61,"should post example,{
""deviceId"": ""deviceId""

}",,,,,0,1,2025-10-30T22:36:02.806+0100,1761860162,806585,/device/inform/heartbeat,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",47
183.236.193.14,247590071,192.168.0.123,2063640768,8140,42,udp,1,5683,48055,61,"should post example,{
""deviceId"": ""deviceId""

}",,,,,0,1,2025-10-30T22:36:02.810+0100,1761860162,810003,/device/inform/heartbeat,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",47
183.249.75.51,860617143,192.168.0.123,2063640768,26008,42,udp,1,5683,60873,28,"{""respCode"":1}",,,,,0,1,2025-10-30T22:36:02.813+0100,1761860162,813204,/device/inform/heartbeat,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",14
183.221.168.114,1923669431,192.168.0.123,2063640768,45769,39,udp,1,5683,58995,28,"{""respCode"":1}",,,,,0,1,2025-10-30T22:36:02.817+0100,1761860162,817478,/device/inform/heartbeat,3,False,1,2,,0,2.05 Content,32112,"{""CONTENT_FORMAT"": ""TEXT""}",14
162.208.137.38,646566050,192.168.0.123,2063640768,5142,44,udp,1,5683,57274,31,Method Not Allowed,,,,,0,1,2025-10-30T22:36:16.836+0100,1761860176,836275,/device/inform/data,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
170.79.122.235,3950661546,192.168.0.123,2063640768,53236,53,udp,1,5683,35316,31,Method Not Allowed,,,,,0,1,2025-10-30T22:36:16.850+0100,1761860176,850319,/device/inform/data,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
180.194.68.180,3024405172,192.168.0.123,2063640768,0,52,udp,1,5683,45851,31,Method Not Allowed,,,,,0,1,2025-10-30T22:36:16.866+0100,1761860176,866699,/device/inform/data,3,False,1,2,,0,4.05 Method Not Allowed,32112,,18
183.236.195.169,2848189623,192.168.0.123,2063640768,7598,42,udp,1,5683,42823,26,should post ,,,,,0,1,2025-10-30T22:36:16.956+0100,1761860176,956727,/device/inform/data,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",12
183.234.48.189,3174099639,192.168.0.123,2063640768,24371,42,udp,1,5683,50358,31,Method Not Allowed,,,,,0,1,2025-10-30T22:36:16.965+0100,1761860176,965001,/device/inform/data,2,False,1,2,,0,4.05 Method Not Allowed,32112,,18
183.236.193.14,247590071,192.168.0.123,2063640768,9134,42,udp,1,5683,59163,26,should post ,,,,,0,1,2025-10-30T22:36:16.969+0100,1761860176,969310,/device/inform/data,3,False,1,2,,0,4.00 Bad Request,32112,"{""CONTENT_FORMAT"": ""TEXT""}",12
183.237.150.116,1956048311,192.168.0.123,2063640768,15506,42,udp,1,5683,35174,31,Method Not Allowed,,,,,0,1,2025-10-30T22:36:16.982+0100,1761860176,982189,/device/inform/data,2,False,1,2,,0,4.05 Method Not Allowed,32112,,18
183.249.75.51,860617143,192.168.0.123,2063640768,27152,42,udp,1,5683,55186,38,"
 postRequestText: null",,,,,0,1,2025-10-30T22:36:17.447+0100,1761860177,447612,/device/inform/data,0,False,1,2,,0,2.05 Content,32112,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}",23
183.221.168.114,1923669431,192.168.0.123,2063640768,47021,39,udp,1,5683,33407,38,"
 postRequestText: null",,,,,0,1,2025-10-30T22:36:17.525+0100,1761860177,525125,/device/inform/data,0,False,1,2,,0,2.05 Content,32112,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}",23
183.234.79.187,3142576823,192.168.0.123,2063640768,60069,42,udp,1,5683,37375,38,"
 postRequestText: null",,,,,0,1,2025-10-30T22:36:17.646+0100,1761860177,646396,/device/inform/data,0,False,1,2,,0,2.05 Content,32112,"{""OBSERVE"": ""0"", ""CONTENT_FORMAT"": ""TEXT""}",23
