saddr,as_domain,as_name,asn,continent,continent_code,country,country_code
175.143.16.131,tm.com.my,TM TECHNOLOGY SERVICES SDN. BHD.,AS4788,Asia,AS,Malaysia,MY
183.221.3.204,10086.cn,"China Mobile Communications Group Co., Ltd.",AS9808,Asia,AS,China,CN
191.96.200.192,transoceanet.com,Trans Ocean Network,AS265867,North America,NA,Panama,PA
185.226.246.135,mts.ru,MTS PJSC,AS13155,Europe,EU,Russia,RU
180.195.52.73,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
172.236.184.252,linode.com,Akamai Connected Cloud,AS63949,Asia,AS,India,IN
176.28.65.169,focus.life,Stroytechservice LLC,AS47684,Europe,EU,Russia,RU
180.195.40.1,pldt.com,Philippine Long Distance Telephone Company,AS9299,Asia,AS,Philippines,PH
160.32.217.57,ciktel.com,CIK Telecom INC,AS54614,North America,NA,Canada,CA
178.207.106.130,tattelecom.ru,"PJSC ""TATTELECOM""",AS28840,Europe,EU,Russia,RU
